ID,Name,Industry,Inception,Employees,State,City,Revenue,Expenses,Profit,Growth
9376,Pickledcanoeing,Retail,2007,315,DC,Nashville,"$7,818,841","2,563,1099 Dollars",,12%
9377,Assurehelp,Health,2015,284,CA,Las Vegas,"$1,637,361","765,1223 Dollars",,13%
9378,Shrimpssecurity,Financial Services,2006,127,ME,Mauldin,"$5,028,399","5,929,1428 Dollars",,6%
9379,Rawfishcomplete,IT Services,2018,275,MN,New York,"$19,304,206","1,417,1256 Dollars",,63%
9380,Buretteadmirable,Retail,2009,273,TX,Denver,"$15,992,142","3,439,828 Dollars",,11%
9381,Inventtremendous,Construction,2015,115,MI,Woodstock,"$16,892,866","6,500,1300 Dollars",,13%
9382,Overviewparrot,Construction,2022,67,CA,Commerce Township,"$16,051,886","7,237,983 Dollars",,2%
9383,Belaguerra,Retail,2007,356,WI,Huntington Beach,"$215,894","2,005,795 Dollars",,10%
9384,Allpossible,IT Services,2006,493,OH,Bethesda,"$13,038,731","3,330,1429 Dollars",,62%
9385,Comparejson,Construction,2021,316,PA,Philadelphia,"$1,541,865","9,331,1021 Dollars",,10%
9386,Pickledcanoeing,Financial Services,2019,375,NV,Suwanee,"$15,861,513","7,065,943 Dollars",,6%
9387,Assurehelp,IT Services,2020,121,NC,Memphis,"$16,794,324","2,563,1100 Dollars",,89%
9388,Shrimpssecurity,IT Services,2013,33,VA,Allentown,"$9,796,713","765,1224 Dollars",,68%
9389,Rawfishcomplete,IT Services,2021,250,MD,Reston,"$14,039,552","5,929,1429 Dollars",,90%
9390,Buretteadmirable,Retail,2010,348,TX,Nashville,"$14,000,233","1,417,1257 Dollars",,15%
9391,Inventtremendous,Software,2016,16,IL,Phoenix,"$8,430,530","3,439,829 Dollars",,50%
9392,Overviewparrot,Construction,2018,98,OH,West Des Moines,"$6,259,249","6,500,1301 Dollars",,19%
9393,Belaguerra,Construction,2008,221,MN,Marietta,"$2,423,574","7,237,984 Dollars",,22%
9394,Allpossible,Financial Services,2013,381,DC,Alexandria,"$16,490,308","2,005,796 Dollars",,7%
9395,Comparejson,Software,2006,106,CA,Nashville,"$1,442,069","3,330,1430 Dollars",,62%
9396,Pickledcanoeing,IT Services,2015,124,ME,Minneapolis,"$16,067,508","9,331,1022 Dollars",,66%
9397,Assurehelp,Health,2010,170,MN,Deerfield Beach,"$10,285,232","7,065,944 Dollars",,23%
9398,Shrimpssecurity,Health,2012,58,TX,Erlanger,"$17,410,770","2,563,1101 Dollars",,2%
9399,Rawfishcomplete,IT Services,2019,299,MI,Roseville,"$3,372,069","765,1225 Dollars",,65%
9400,Buretteadmirable,Health,2014,282,CA,Houston,"$8,951,387","5,929,1430 Dollars",,27%
9401,Inventtremendous,Retail,2014,182,WI,Sunrise,"$18,878,259","1,417,1258 Dollars",,12%
9402,Overviewparrot,Retail,2008,274,OH,Falls Church,"$14,975,461","3,439,830 Dollars",,15%
9403,Belaguerra,Construction,2016,359,PA,El Segundo,"$7,995,116","6,500,1302 Dollars",,27%
9404,Allpossible,Retail,2015,482,NV,Melville,"$606,558","7,237,985 Dollars",,15%
9405,Comparejson,IT Services,2009,248,NC,atlanta,"$13,506,714","2,005,797 Dollars",,85%
9406,Pickledcanoeing,IT Services,2019,286,VA,Ontario,"$3,028,422","3,330,1431 Dollars",,78%
9407,Assurehelp,IT Services,2017,276,MD,Tampa,"$1,859,788","9,331,1023 Dollars",,78%
9408,Shrimpssecurity,IT Services,2015,192,TX,Portland,"$19,706,974","7,065,945 Dollars",,76%
9409,Rawfishcomplete,Health,2008,25,IL,Greenbelt,"$2,215,998","2,563,1102 Dollars",,17%
9410,Buretteadmirable,IT Services,2009,160,OH,Tampa,"$5,999,506","765,1226 Dollars",,64%
9411,Inventtremendous,Software,2017,275,MN,Niagara Falls,"$16,227,061","5,929,1431 Dollars",,61%
9412,Overviewparrot,IT Services,2018,154,DC,Kentwood,"$9,962,138","1,417,1259 Dollars",,83%
9413,Belaguerra,Construction,2008,206,CA,Bridgeview,"$207,396","3,439,831 Dollars",,23%
9414,Allpossible,Financial Services,2019,137,ME,Columbus,"$13,587,433","6,500,1303 Dollars",,7%
9415,Comparejson,IT Services,2020,374,MN,Latham,"$17,787,627","7,237,986 Dollars",,65%
9416,Pickledcanoeing,Software,2021,1,TX,Carrollton,"$17,218,580","2,005,798 Dollars",,43%
9417,Assurehelp,Retail,2020,154,MI,St. Louis,"$18,596,068","3,330,1432 Dollars",,11%
9418,Shrimpssecurity,Financial Services,2007,191,CA,Dallas,"$18,191,258","9,331,1024 Dollars",,15%
9419,Rawfishcomplete,Health,2014,355,WI,New York,"$7,776,767","7,065,946 Dollars",,4%
9420,Buretteadmirable,Financial Services,2012,337,OH,Shillington,"$4,963,790","2,563,1103 Dollars",,11%
9421,Inventtremendous,Financial Services,2019,412,PA,Plano,"$111,425","765,1227 Dollars",,12%
9422,Overviewparrot,Construction,2012,471,NV,Oklahoma City,"$9,350,496","5,929,1432 Dollars",,24%
9423,Belaguerra,Health,2021,487,NC,Kennesaw,"$14,800,391","1,417,1260 Dollars",,22%
9424,Allpossible,IT Services,2020,241,VA,Cleveland,"$13,642,548","3,439,832 Dollars",,82%
9425,Comparejson,IT Services,2006,68,MD,Jamestown,"$7,368,891","6,500,1304 Dollars",,87%
9426,Pickledcanoeing,Financial Services,2005,94,TX,Allentown,"$7,608,854","7,237,987 Dollars",,5%
9427,Assurehelp,Software,2005,209,IL,Tampa,"$3,958,395","2,005,799 Dollars",,58%
9428,Shrimpssecurity,Software,2022,288,OH,Santa Clara,"$18,102,437","3,330,1433 Dollars",,64%
9429,Rawfishcomplete,Health,2005,151,MN,Herndon,"$18,668,346","9,331,1025 Dollars",,17%
9430,Buretteadmirable,IT Services,2011,169,DC,Chicago,"$13,253,488","7,065,947 Dollars",,74%
9431,Inventtremendous,Software,2011,155,CA,Madison,"$16,268,355","2,563,1104 Dollars",,46%
9432,Overviewparrot,Health,2018,316,ME,Coeur d Alene,"$941,910","765,1228 Dollars",,21%
9433,Belaguerra,Government Services,2011,266,MN,Minneapolis,"$6,930,125","5,929,1433 Dollars",,7%
9434,Allpossible,Software,2006,220,TX,Lehi,"$13,218,568","1,417,1261 Dollars",,57%
9435,Comparejson,Health,2010,149,MI,Glen Allen,"$7,082,490","3,439,833 Dollars",,24%
9436,Pickledcanoeing,Health,2020,476,CA,Denver,"$15,234,767","6,500,1305 Dollars",,13%
9437,Assurehelp,IT Services,2021,185,WI,Santa Clara,"$3,081,704","7,237,988 Dollars",,88%
9438,Shrimpssecurity,Health,2020,228,OH,Sarasota,"$13,220,441","2,005,800 Dollars",,26%
9439,Rawfishcomplete,IT Services,2006,264,PA,Bellevue,"$9,693,474","3,330,1434 Dollars",,85%
9440,Buretteadmirable,Financial Services,2009,418,NV,Orlando,"$14,249,685","9,331,1026 Dollars",,14%
9441,Inventtremendous,Health,2019,126,NC,Mansfield,"$17,694,966","7,065,948 Dollars",,17%
9442,Overviewparrot,IT Services,2015,105,VA,Bethesda,"$5,642,676","2,563,1105 Dollars",,65%
9443,Belaguerra,Retail,2016,261,MD,Fort Worth,"$18,614,782","765,1229 Dollars",,11%
9444,Allpossible,Health,2017,1,TX,San Diego,"$19,295,968","5,929,1434 Dollars",,23%
9445,Comparejson,Government Services,2022,2,IL,Columbus,"$10,389,368","1,417,1262 Dollars",,6%
9446,Pickledcanoeing,Construction,2021,166,OH,Durham,"$3,084,210","3,439,834 Dollars",,7%
9447,Assurehelp,Software,2008,275,MN,North Wales,"$14,757,211","6,500,1306 Dollars",,57%
9448,Shrimpssecurity,IT Services,2009,93,DC,Nashville,"$6,229,942","7,237,989 Dollars",,68%
9449,Rawfishcomplete,IT Services,2021,191,CA,South Plainfield,"$7,058,633","2,005,801 Dollars",,62%
9450,Buretteadmirable,Financial Services,2020,130,ME,Cambridge,"$4,175,149","3,330,1435 Dollars",,7%
9451,Inventtremendous,IT Services,2013,247,MN,Boca Raton,"$10,811,363","9,331,1027 Dollars",,83%
9452,Overviewparrot,Software,2017,132,TX,Rockville,"$3,052,111","7,065,949 Dollars",,52%
9453,Belaguerra,Financial Services,2007,258,MI,Rolling Meadows,"$11,037,314","2,563,1106 Dollars",,14%
9454,Allpossible,Government Services,2010,226,CA,Haltom City,"$3,241,292","765,1230 Dollars",,13%
9455,Comparejson,IT Services,2013,487,WI,Huntsville,"$10,410,989","5,929,1435 Dollars",,77%
9456,Pickledcanoeing,IT Services,2015,488,OH,Springfield,"$15,025,957","1,417,1263 Dollars",,68%
9457,Assurehelp,IT Services,2005,266,PA,Weston,"$1,684,024","3,439,835 Dollars",,83%
9458,Shrimpssecurity,IT Services,2011,20,NV,Tampa,"$4,383,893","6,500,1307 Dollars",,87%
9459,Rawfishcomplete,Health,2017,432,NC,St. Louis,"$7,134,256","7,237,990 Dollars",,22%
9460,Buretteadmirable,Retail,2020,347,VA,Carrollton,"$6,353,431","2,005,802 Dollars",,15%
9461,Inventtremendous,Financial Services,2011,322,MD,Tulsa,"$18,882,809","3,330,1436 Dollars",,5%
9462,Overviewparrot,IT Services,2016,206,TX,Davidson,"$10,983,331","9,331,1028 Dollars",,69%
9463,Belaguerra,Financial Services,2013,261,IL,Westfield,"$3,945,768","7,065,950 Dollars",,7%
9464,Allpossible,Health,2013,266,OH,Durham,"$10,134,044","2,563,1107 Dollars",,6%
9465,Comparejson,Retail,2014,30,MN,San Ramon,"$16,455,482","765,1231 Dollars",,10%
9466,Pickledcanoeing,IT Services,2009,428,DC,Brookfield,"$6,269,748","5,929,1436 Dollars",,65%
9467,Assurehelp,Health,2022,184,CA,Clifton Park,"$1,560,169","1,417,1264 Dollars",,20%
9468,Shrimpssecurity,Retail,2014,112,ME,San Diego,"$10,697,109","3,439,836 Dollars",,12%
9469,Rawfishcomplete,Health,2020,206,MN,Wauwatosa,"$10,359,598","6,500,1308 Dollars",,21%
9470,Buretteadmirable,Government Services,2016,187,TX,San Diego,"$3,493,937","7,237,991 Dollars",,14%
9471,Inventtremendous,IT Services,2018,340,MI,Seattle,"$1,483,612","2,005,803 Dollars",,88%
9472,Overviewparrot,IT Services,2010,451,CA,Austin,"$1,837,944","3,330,1437 Dollars",,64%
9473,Belaguerra,Financial Services,2018,184,WI,Indianapolis,"$14,871,506","9,331,1029 Dollars",,5%
9474,Allpossible,IT Services,2020,264,OH,New York,"$7,045,635","7,065,951 Dollars",,61%
9475,Comparejson,IT Services,2017,361,PA,Reston,"$12,890,544","2,563,1108 Dollars",,73%
9476,Pickledcanoeing,Financial Services,2011,495,NV,Coralville,"$18,676,785","765,1232 Dollars",,8%
9477,Assurehelp,Health,2015,170,NC,San Diego,"$7,634,078","5,929,1437 Dollars",,14%
9478,Shrimpssecurity,Health,2016,407,VA,Moscow,"$17,640,664","1,417,1265 Dollars",,14%
9479,Rawfishcomplete,Financial Services,2014,449,MD,Carlsbad,"$9,765,524","3,439,837 Dollars",,15%
9480,Buretteadmirable,Government Services,2010,277,TX,Farmers Branch,"$17,319,712","6,500,1309 Dollars",,10%
9481,Inventtremendous,IT Services,2014,228,IL,Silver Spring,"$5,366,004","7,237,992 Dollars",,64%
9482,Overviewparrot,IT Services,2008,149,OH,Florence,"$18,973,641","2,005,804 Dollars",,80%
9483,Belaguerra,Health,2006,394,MN,Oshkosh,"$3,782,998","3,330,1438 Dollars",,5%
9484,Allpossible,IT Services,2017,317,DC,Twinsburg,"$15,180,086","9,331,1030 Dollars",,63%
9485,Comparejson,Retail,2014,56,CA,Plymouth Meeting,"$6,189,046","7,065,952 Dollars",,11%
9486,Pickledcanoeing,IT Services,2021,24,ME,henderson,"$1,717,292","2,563,1109 Dollars",,62%
9487,Assurehelp,Financial Services,2015,202,MN,Greensboro,"$13,110,209","765,1233 Dollars",,8%
9488,Shrimpssecurity,IT Services,2006,438,TX,Falls Church,"$2,495,216","5,929,1438 Dollars",,78%
9489,Rawfishcomplete,Health,2020,364,MI,Germantown,"$19,674,088","1,417,1266 Dollars",,14%
9490,Buretteadmirable,Construction,2018,345,CA,Houston,"$9,556,723","3,439,838 Dollars",,2%
9491,Inventtremendous,Health,2014,159,WI,Glendale Heights,"$16,248,880","6,500,1310 Dollars",,21%
9492,Overviewparrot,Retail,2011,364,OH,Medina,"$16,313,300","7,237,993 Dollars",,10%
9493,Belaguerra,Retail,2008,358,PA,Minneapolis,"$2,685,063","2,005,805 Dollars",,14%
9494,Allpossible,Health,2005,210,NV,Washington,"$6,589,768","3,330,1439 Dollars",,18%
9495,Comparejson,Government Services,2007,397,NC,Los Angeles,"$10,711,321","9,331,1031 Dollars",,6%
9496,Pickledcanoeing,Software,2013,367,VA,Portland,"$10,961,130","7,065,953 Dollars",,45%
9497,Assurehelp,IT Services,2014,36,MD,Woodbury,"$8,346,270","2,563,1110 Dollars",,63%
9498,Shrimpssecurity,Retail,2022,8,TX,Fort Worth,"$18,378,230","765,1234 Dollars",,13%
9499,Rawfishcomplete,IT Services,2021,231,IL,Troy,"$14,384,235","5,929,1439 Dollars",,73%
9500,Buretteadmirable,Software,2015,412,OH,Los Angeles,"$16,747,113","1,417,1267 Dollars",,59%
9501,Inventtremendous,IT Services,2021,333,MN,Franklin,"$6,053,982","3,439,839 Dollars",,61%
9502,Overviewparrot,Financial Services,2018,179,DC,Newtown Square,"$16,493,354","6,500,1311 Dollars",,12%
9503,Belaguerra,Construction,2013,107,CA,Greenville,"$12,185,052","7,237,994 Dollars",,4%
9504,Allpossible,IT Services,2013,176,ME,Orange,"$2,922,759","2,005,806 Dollars",,66%
9505,Comparejson,Financial Services,2006,27,MN,Madison,"$6,624,996","3,330,1440 Dollars",,9%
9506,Pickledcanoeing,Health,2007,497,TX,Manalapan,"$18,657,479","9,331,1032 Dollars",,11%
9507,Assurehelp,IT Services,2012,131,MI,Clayton,"$5,335,021","7,065,954 Dollars",,66%
9508,Shrimpssecurity,Health,2015,109,CA,Woodside,"$7,315,319","2,563,1111 Dollars",,21%
9509,Rawfishcomplete,Retail,2014,279,WI,San Ramon,"$5,990,546","765,1235 Dollars",,11%
9510,Buretteadmirable,Government Services,2009,351,OH,Boca Raton,"$5,037,115","5,929,1440 Dollars",,12%
9511,Inventtremendous,Health,2010,91,PA,New York,"$17,181,947","1,417,1268 Dollars",,17%
9512,Overviewparrot,IT Services,2012,240,NV,Bellevue,"$15,740,116","3,439,840 Dollars",,81%
9513,Belaguerra,Government Services,2009,124,NC,Flowood,"$17,677,950","6,500,1312 Dollars",,8%
9514,Allpossible,Retail,2019,419,VA,San Ramon,"$3,312,806","7,237,995 Dollars",,15%
9515,Comparejson,Software,2016,100,MD,Louisville,"$9,073,506","2,005,807 Dollars",,48%
9516,Pickledcanoeing,Government Services,2011,429,TX,Clayton,"$15,695,721","3,330,1441 Dollars",,12%
9517,Assurehelp,Health,2005,498,IL,Iselin,"$16,734,036","9,331,1033 Dollars",,19%
9518,Shrimpssecurity,IT Services,2019,208,OH,Suffolk,"$18,836,219","7,065,955 Dollars",,76%
9519,Rawfishcomplete,Software,2011,484,MN,Monroe,"$2,721,997","2,563,1112 Dollars",,40%
9520,Buretteadmirable,Construction,2012,245,DC,Durham,"$277,978","765,1236 Dollars",,1%
9521,Inventtremendous,Health,2007,431,CA,Huntsville,"$9,780,341","5,929,1441 Dollars",,27%
9522,Overviewparrot,Government Services,2010,279,ME,McLean,"$2,150,414","1,417,1269 Dollars",,14%
9523,Belaguerra,Software,2009,454,MN,Columbia,"$805,252","3,439,841 Dollars",,51%
9524,Allpossible,Construction,2021,362,TX,Collingswood,"$10,803,775","6,500,1313 Dollars",,10%
9525,Comparejson,Software,2012,183,MI,Houston,"$8,407,557","7,237,996 Dollars",,61%
9526,Pickledcanoeing,IT Services,2009,200,CA,Dacula,"$10,853,865","2,005,808 Dollars",,85%
9527,Assurehelp,Software,2019,31,WI,Tampa,"$11,016,331","3,330,1442 Dollars",,48%
9528,Shrimpssecurity,IT Services,2022,237,OH,Cary,"$1,100,352","9,331,1034 Dollars",,81%
9529,Rawfishcomplete,Health,2009,223,PA,South Jordan,"$4,737,997","7,065,956 Dollars",,3%
9530,Buretteadmirable,IT Services,2017,183,NV,Scottsdale,"$5,981,127","2,563,1113 Dollars",,77%
9531,Inventtremendous,Financial Services,2011,422,NC,Vienna,"$4,804,465","765,1237 Dollars",,5%
9532,Overviewparrot,Financial Services,2007,314,VA,Franklin,"$19,181,671","5,929,1442 Dollars",,15%
9533,Belaguerra,Retail,2011,383,MD,Des Plaines,"$9,486,365","1,417,1270 Dollars",,12%
9534,Allpossible,Construction,2014,255,TX,Newport Beach,"$9,033,324","3,439,842 Dollars",,5%
9535,Comparejson,Financial Services,2015,126,IL,Houston,"$3,290,165","6,500,1314 Dollars",,14%
9536,Pickledcanoeing,Health,2019,449,OH,Dallas,"$7,554,177","7,237,997 Dollars",,8%
9537,Assurehelp,Health,2007,344,MN,Seattle,"$11,409,108","2,005,809 Dollars",,12%
9538,Shrimpssecurity,Software,2011,396,DC,Columbia,"$13,933,940","3,330,1443 Dollars",,63%
9539,Rawfishcomplete,Construction,2008,74,CA,Davenport,"$17,507,993","9,331,1035 Dollars",,18%
9540,Buretteadmirable,Construction,2021,361,ME,West Hollywood,"$9,430,670","7,065,957 Dollars",,8%
9541,Inventtremendous,Construction,2019,299,MN,Duluth,"$12,603,607","2,563,1114 Dollars",,21%
9542,Overviewparrot,Health,2016,85,TX,West Hartford,"$7,159,309","765,1238 Dollars",,6%
9543,Belaguerra,Health,2013,118,MI,Reston,"$18,544,200","5,929,1443 Dollars",,21%
9544,Allpossible,Construction,2012,301,CA,Franklin,"$13,199,489","1,417,1271 Dollars",,9%
9545,Comparejson,Retail,2011,8,WI,Lisbon Falls,"$17,612,071","3,439,843 Dollars",,14%
9546,Pickledcanoeing,Government Services,2005,51,OH,Midlothian,"$1,457,364","6,500,1315 Dollars",,12%
9547,Assurehelp,Government Services,2005,12,PA,San Diego,"$6,915,586","7,237,998 Dollars",,14%
9548,Shrimpssecurity,Health,2008,69,NV,Silver Spring,"$12,085,292","2,005,810 Dollars",,11%
9549,Rawfishcomplete,IT Services,2019,201,NC,Carlsbad,"$8,622,894","3,330,1444 Dollars",,82%
9550,Buretteadmirable,Financial Services,2013,26,VA,O'Fallon,"$16,221,317","9,331,1036 Dollars",,6%
9551,Inventtremendous,IT Services,2012,450,MD,Virginia Beach,"$834,884","7,065,958 Dollars",,83%
9552,Overviewparrot,Financial Services,2022,444,TX,Star City,"$5,534,010","2,563,1115 Dollars",,14%
9553,Belaguerra,Financial Services,2019,278,IL,Philadelphia,"$883,710","765,1239 Dollars",,12%
9554,Allpossible,IT Services,2018,308,OH,Chicago,"$10,309,829","5,929,1444 Dollars",,70%
9555,Comparejson,Software,2020,70,MN,St. Petersburg,"$15,240,049","1,417,1272 Dollars",,61%
9556,Pickledcanoeing,Software,2022,106,DC,Plano,"$14,598,642","3,439,844 Dollars",,51%
9557,Assurehelp,IT Services,2009,73,CA,Newark,"$9,929,201","6,500,1316 Dollars",,63%
9558,Shrimpssecurity,Construction,2005,58,ME,Maitland,"$9,114,435","7,237,999 Dollars",,15%
9559,Rawfishcomplete,Government Services,2011,146,MN,Augusta,"$12,482,797","2,005,811 Dollars",,13%
9560,Buretteadmirable,Health,2017,386,TX,Chicago,"$6,844,533","3,330,1445 Dollars",,10%
9561,Inventtremendous,Software,2008,36,MI,Seattle,"$19,402,568","9,331,1037 Dollars",,60%
9562,Overviewparrot,Construction,2021,360,CA,Herndon,"$1,753,312","7,065,959 Dollars",,23%
9563,Belaguerra,Retail,2018,457,WI,Lee's Summit,"$8,552,013","2,563,1116 Dollars",,15%
9564,Allpossible,Software,2017,186,OH,Tysons Corner,"$15,028,448","765,1240 Dollars",,57%
9565,Comparejson,Software,2011,343,PA,Alpharetta,"$14,908,810","5,929,1445 Dollars",,48%
9566,Pickledcanoeing,Software,2018,441,NV,New York,"$3,811,688","1,417,1273 Dollars",,58%
9567,Assurehelp,Retail,2009,407,NC,Lake Charles,"$13,165,177","3,439,845 Dollars",,11%
9568,Shrimpssecurity,Health,2011,329,VA,Cheektowaga,"$14,025,210","6,500,1317 Dollars",,4%
9569,Rawfishcomplete,Construction,2011,208,MD,Cambridge,"$8,935,081","7,237,1000 Dollars",,9%
9570,Buretteadmirable,IT Services,2018,116,TX,WAYNE,"$4,378,511","2,005,812 Dollars",,78%
9571,Inventtremendous,IT Services,2006,499,IL,Santa Clara,"$3,312,708","3,330,1446 Dollars",,64%
9572,Overviewparrot,IT Services,2018,329,OH,Orem,"$8,269,589","9,331,1038 Dollars",,69%
9573,Belaguerra,Financial Services,2016,300,MN,Seattle,"$12,125,604","7,065,960 Dollars",,8%
9574,Allpossible,Financial Services,2019,93,DC,Rancho Dominguez,"$10,130,430","2,563,1117 Dollars",,7%
9575,Comparejson,Financial Services,2014,358,CA,Herndon,"$4,592,449","765,1241 Dollars",,10%
9576,Pickledcanoeing,Government Services,2021,404,ME,Nashville,"$15,597,744","5,929,1446 Dollars",,7%
9577,Assurehelp,Health,2017,192,MN,Williamsville,"$7,541,497","1,417,1274 Dollars",,24%
9578,Shrimpssecurity,Health,2016,238,TX,Mount Laurel,"$9,459,803","3,439,846 Dollars",,2%
9579,Rawfishcomplete,Software,2019,164,MI,Santa Barbara,"$13,157,601","6,500,1318 Dollars",,58%
9580,Buretteadmirable,Construction,2017,256,CA,Boca Raton,"$4,420,135","7,237,1001 Dollars",,25%
9581,Inventtremendous,Government Services,2013,257,WI,Billerica,"$17,093,865","2,005,813 Dollars",,6%
9582,Overviewparrot,Construction,2009,404,OH,Dallas,"$19,399,097","3,330,1447 Dollars",,1%
9583,Belaguerra,IT Services,2012,298,PA,Lyndhurst,"$3,308,316","9,331,1039 Dollars",,69%
9584,Allpossible,Retail,2012,260,NV,San Francisco,"$13,085,990","7,065,961 Dollars",,10%
9585,Comparejson,Software,2010,337,NC,Millersville,"$9,404,430","2,563,1118 Dollars",,48%
9586,Pickledcanoeing,IT Services,2022,480,VA,Clarksville,"$3,192,975","765,1242 Dollars",,77%
9587,Assurehelp,Government Services,2016,458,MD,Ashburn,"$9,099,731","5,929,1447 Dollars",,8%
9588,Shrimpssecurity,Retail,2019,395,TX,Iselin,"$8,627,776","1,417,1275 Dollars",,10%
9589,Rawfishcomplete,Software,2009,270,IL,Sandy,"$6,479,413","3,439,847 Dollars",,64%
9590,Buretteadmirable,Government Services,2010,437,OH,Santa Barbara,"$19,773,090","6,500,1319 Dollars",,5%
9591,Inventtremendous,Government Services,2019,416,MN,FRISCO,"$18,393,729","7,237,1002 Dollars",,9%
9592,Overviewparrot,IT Services,2006,350,DC,Fairfax,"$17,408,594","2,005,814 Dollars",,70%
9593,Belaguerra,Financial Services,2014,94,CA,Atlanta,"$8,668,352","3,330,1448 Dollars",,14%
9594,Allpossible,Health,2005,379,ME,Provo,"$19,615,474","9,331,1040 Dollars",,14%
9595,Comparejson,Construction,2019,93,MN,Fredericksburg,"$16,725,314","7,065,962 Dollars",,20%
9596,Pickledcanoeing,Construction,2019,454,TX,Arlington,"$7,215,299","2,563,1119 Dollars",,22%
